date,gold,oil
24-Feb-17,"1,316.10",53.99
23-Feb-17,"1,309.40",54.45
22-Feb-17,"1,291.00",53.59
21-Feb-17,"1,296.90",54.06
20-Feb-17,"1,238.20",53.97
17-Feb-17,"1,297.10",53.4
16-Feb-17,"1,300.40",53.36
15-Feb-17,"1,291.90",53.11
14-Feb-17,"1,282.60",53.2
13-Feb-17,"1,282.60",52.93
10-Feb-17,"1,292.20",53.86
9-Feb-17,"1,293.10",53
8-Feb-17,"1,296.00",52.34
7-Feb-17,"1,294.10",52.17
6-Feb-17,"1,291.00",53.01
3-Feb-17,"1,279.90",53.83
2-Feb-17,"1,278.30",53.54
1-Feb-17,"1,267.20",53.88
31-Jan-17,"1,269.50",52.81
30-Jan-17,"1,254.10",52.63
27-Jan-17,"1,249.40",53.17
26-Jan-17,"1,250.60",53.78
25-Jan-17,"1,258.80",52.75
24-Jan-17,"1,271.80",53.18
23-Jan-17,"1,276.60",52.75
20-Jan-17,"1,266.90",52.42
19-Jan-17,"1,263.20",51.37
18-Jan-17,"1,273.40",51.08
17-Jan-17,"1,275.10",52.48
16-Jan-17,"1,202.85",52.52
13-Jan-17,"1,259.00",52.37
12-Jan-17,"1,261.00",53.01
11-Jan-17,"1,257.70",52.25
10-Jan-17,"1,246.20",50.82
9-Jan-17,"1,245.30",51.96
6-Jan-17,"1,233.40",53.99
5-Jan-17,"1,239.80",53.76
4-Jan-17,"1,224.80",53.26
3-Jan-17,"1,222.40",52.33
2-Jan-17,"1,151.05",54.03
30-Dec-16,"1,212.20",53.72
29-Dec-16,"1,218.90",53.77
28-Dec-16,"1,201.70",54.06
27-Dec-16,"1,199.60",53.9
26-Dec-16,"1,134.55",53.19
23-Dec-16,"1,194.50",53.02
22-Dec-16,"1,191.50",52.95
21-Dec-16,"1,194.20",52.49
20-Dec-16,"1,194.70",52.23
19-Dec-16,"1,203.60",52.12
16-Dec-16,"1,198.60",51.9
15-Dec-16,"1,190.80",50.9
14-Dec-16,"1,219.10",51.04
13-Dec-16,"1,214.40",52.98
12-Dec-16,"1,221.10",52.83
9-Dec-16,"1,216.80",51.5
8-Dec-16,"1,227.20",50.84
7-Dec-16,"1,231.40",49.77
6-Dec-16,"1,219.80",50.93
5-Dec-16,"1,226.50",51.79
2-Dec-16,"1,227.20",51.68
1-Dec-16,"1,218.50",51.06
30-Nov-16,"1,223.20",49.44
29-Nov-16,"1,240.30",45.23
28-Nov-16,"1,243.40",47.08
25-Nov-16,"1,230.30",46.06
24-Nov-16,"1,185.55",47.98
23-Nov-16,"1,241.70",47.96
22-Nov-16,"1,262.80",48.03
21-Nov-16,"1,261.60",47.49
18-Nov-16,"1,261.20",45.69
17-Nov-16,"1,268.60",45.42
16-Nov-16,"1,275.10",45.57
15-Nov-16,"1,275.70",45.81
14-Nov-16,"1,271.70",43.32
11-Nov-16,"1,269.10",43.41
10-Nov-16,"1,313.00",44.66
9-Nov-16,"1,322.10",45.27
8-Nov-16,"1,322.60",44.98
7-Nov-16,"1,326.80",44.89
4-Nov-16,"1,352.10",44.07
3-Nov-16,"1,350.20",44.66
2-Nov-16,"1,354.40",45.34
1-Nov-16,"1,334.40",46.67
31-Oct-16,"1,319.30",46.86
28-Oct-16,"1,322.70",48.7
27-Oct-16,"1,315.60",49.72
26-Oct-16,"1,310.70",49.18
25-Oct-16,"1,317.70",49.96
24-Oct-16,"1,306.30",50.52
21-Oct-16,"1,312.10",50.85
20-Oct-16,"1,312.60",50.43
19-Oct-16,"1,314.30",51.6
18-Oct-16,"1,307.50",50.29
17-Oct-16,"1,300.70",49.94
14-Oct-16,"1,299.30",50.35
13-Oct-16,"1,301.20",50.44
12-Oct-16,"1,296.60",50.18
11-Oct-16,"1,298.40",50.79
10-Oct-16,"1,302.80",51.35
7-Oct-16,"1,293.40",49.81
6-Oct-16,"1,294.40",50.44
5-Oct-16,"1,310.20",49.83
4-Oct-16,"1,311.00",48.69
3-Oct-16,"1,354.80",48.81
30-Sep-16,"1,359.30",48.24
29-Sep-16,"1,368.00",47.83
28-Sep-16,"1,365.60",47.05
27-Sep-16,"1,372.70",44.67
26-Sep-16,"1,386.60",45.93
23-Sep-16,"1,383.70",44.48
22-Sep-16,"1,386.70",46.32
21-Sep-16,"1,374.90",45.34
20-Sep-16,"1,361.30",43.44
19-Sep-16,"1,360.80",43.3
16-Sep-16,"1,353.50",43.03
15-Sep-16,"1,361.30",43.91
14-Sep-16,"1,369.70",43.58
13-Sep-16,"1,367.20",44.9
12-Sep-16,"1,370.80",46.29
9-Sep-16,"1,379.50",45.88
8-Sep-16,"1,386.60",47.62
7-Sep-16,"1,393.50",45.5
6-Sep-16,"1,397.50",44.83
5-Sep-16,"1,331.10",45.07
2-Sep-16,"1,371.70",44.44
1-Sep-16,"1,359.00",43.16
31-Aug-16,"1,354.00",44.7
30-Aug-16,"1,360.60",46.35
29-Aug-16,"1,370.50",46.98
26-Aug-16,"1,369.30",47.64
25-Aug-16,"1,370.10",47.33
24-Aug-16,"1,376.50",46.77
23-Aug-16,"1,393.90",48.1
22-Aug-16,"1,391.30",47.05
19-Aug-16,"1,394.10",48.52
18-Aug-16,"1,405.20",48.22
17-Aug-16,"1,396.70",46.79
16-Aug-16,"1,405.10",46.58
15-Aug-16,"1,396.70",45.74
12-Aug-16,"1,392.90",44.49
11-Aug-16,"1,400.10",43.49
10-Aug-16,"1,401.70",41.71
9-Aug-16,"1,396.70",42.77
8-Aug-16,"1,391.40",43.02
5-Aug-16,"1,394.00",41.8
4-Aug-16,"1,414.00",41.93
3-Aug-16,"1,410.00",40.83
2-Aug-16,"1,415.50",39.51
1-Aug-16,"1,402.30",40.06
29-Jul-16,"1,401.80",41.6
28-Jul-16,"1,384.90",41.14
27-Jul-16,"1,378.10",41.92
26-Jul-16,"1,369.60",42.92
25-Jul-16,"1,368.30",43.13
22-Jul-16,"1,372.50",44.19
21-Jul-16,"1,379.20",44.75
20-Jul-16,"1,366.70",44.94
19-Jul-16,"1,379.30",44.65
18-Jul-16,"1,375.90",45.24
15-Jul-16,"1,374.00",45.95
14-Jul-16,"1,378.20",45.68
13-Jul-16,"1,389.50",44.75
12-Jul-16,"1,381.20",46.8
11-Jul-16,"1,401.80",44.76
8-Jul-16,"1,402.50",45.41
7-Jul-16,"1,405.50",45.14
6-Jul-16,"1,411.70",47.43
5-Jul-16,"1,403.30",46.6
4-Jul-16,"1,352.00",48.65
1-Jul-16,"1,383.20",48.99
30-Jun-16,"1,363.90",48.33
29-Jun-16,"1,370.30",49.88
28-Jun-16,"1,361.10",47.85
27-Jun-16,"1,367.70",46.33
24-Jun-16,"1,365.70",47.64
23-Jun-16,"1,306.60",50.11
22-Jun-16,"1,311.70",49.13
21-Jun-16,"1,314.20",48.85
20-Jun-16,"1,333.80",49.37
17-Jun-16,"1,333.90",47.98
16-Jun-16,"1,336.60",46.21
15-Jun-16,"1,326.00",48.01
14-Jun-16,"1,325.60",48.49
13-Jun-16,"1,328.10",48.88
10-Jun-16,"1,317.00",49.07
9-Jun-16,"1,313.70",50.56
8-Jun-16,"1,303.30",51.23
7-Jun-16,"1,288.10",50.36
6-Jun-16,"1,288.70",49.69
3-Jun-16,"1,283.90",48.62
2-Jun-16,"1,254.20",49.17
1-Jun-16,"1,256.50",49.01
31-May-16,"1,258.60",49.1
30-May-16,"1,212.15",49.51
27-May-16,"1,256.90",49.33
26-May-16,"1,262.90",49.48
25-May-16,"1,266.70",49.56
24-May-16,"1,272.00",48.62
23-May-16,"1,294.20",48.08
20-May-16,"1,295.20",47.75
19-May-16,"1,295.20",48.16
18-May-16,"1,313.60",48.19
17-May-16,"1,314.20",48.31
16-May-16,"1,311.10",47.72
13-May-16,"1,308.80",46.21
12-May-16,"1,307.00",46.7
11-May-16,"1,311.90",46.23
10-May-16,"1,300.60",44.66
9-May-16,"1,302.20",43.44
6-May-16,"1,329.40",44.66
5-May-16,"1,307.10",44.32
4-May-16,"1,310.60",43.78
3-May-16,"1,329.10",43.65
2-May-16,"1,333.60",44.78
29-Apr-16,"1,327.70",45.92
28-Apr-16,"1,303.10",46.03
27-Apr-16,"1,286.50",45.33
26-Apr-16,"1,279.10",44.04
25-Apr-16,"1,275.80",42.64
22-Apr-16,"1,265.50",43.73
21-Apr-16,"1,286.20",43.18
20-Apr-16,"1,289.00",42.63
19-Apr-16,"1,287.50",41.08
18-Apr-16,"1,267.00",39.78
15-Apr-16,"1,266.40",40.36
14-Apr-16,"1,258.80",41.5
13-Apr-16,"1,280.60",41.76
12-Apr-16,"1,293.10",42.17
11-Apr-16,"1,289.10",40.36
8-Apr-16,"1,274.00",39.72
7-Apr-16,"1,269.00",37.26
6-Apr-16,"1,255.50",37.75
5-Apr-16,"1,261.20",35.89
4-Apr-16,"1,251.40",35.7
1-Apr-16,"1,255.60",36.79
31-Mar-16,"1,267.60",38.34
30-Mar-16,"1,263.60",38.32
29-Mar-16,"1,273.00",38.28
28-Mar-16,"1,257.40",39.39
25-Mar-16,"1,216.70",39.46
24-Mar-16,"1,259.10",39.46
23-Mar-16,"1,260.70",39.79
22-Mar-16,"1,285.50",41.45
21-Mar-16,"1,279.40",39.91
18-Mar-16,"1,288.70",39.44
17-Mar-16,"1,300.80",40.2
16-Mar-16,"1,267.60",38.46
15-Mar-16,"1,266.90",36.34
14-Mar-16,"1,281.10",37.18
11-Mar-16,"1,295.30",38.5
10-Mar-16,"1,306.80",37.84
9-Mar-16,"1,290.10",38.29
8-Mar-16,"1,295.70",36.5
7-Mar-16,"1,297.00",37.9
4-Mar-16,"1,302.30",35.92
3-Mar-16,"1,287.40",34.57
2-Mar-16,"1,269.70",34.66
1-Mar-16,"1,257.90",34.4
29-Feb-16,"1,260.00",33.75
26-Feb-16,"1,245.50",32.78
25-Feb-16,"1,263.70",33.07
24-Feb-16,"1,263.80",32.15
23-Feb-16,"1,248.10",31.87
22-Feb-16,"1,233.40",31.48
19-Feb-16,"1,254.10",29.64
18-Feb-16,"1,249.20",30.77
17-Feb-16,"1,233.90",30.66
16-Feb-16,"1,227.80",29.04
15-Feb-16,"1,208.10",30.6
12-Feb-16,"1,257.90",29.44
11-Feb-16,"1,268.80",26.21
10-Feb-16,"1,219.30",27.45
9-Feb-16,"1,223.40",27.94
8-Feb-16,"1,224.50",29.69
5-Feb-16,"1,184.30",30.89
4-Feb-16,"1,184.00",31.72
3-Feb-16,"1,169.60",32.28
2-Feb-16,"1,156.40",29.88
1-Feb-16,"1,157.80",31.62
29-Jan-16,"1,146.20",33.62
28-Jan-16,"1,147.80",33.22
27-Jan-16,"1,148.00",32.3
26-Jan-16,"1,151.40",31.45
25-Jan-16,"1,136.50",30.34
22-Jan-16,"1,126.70",32.19
21-Jan-16,"1,127.70",29.53
20-Jan-16,"1,135.80",26.55
19-Jan-16,"1,119.90",28.46
18-Jan-16,"1,088.50",30.02
15-Jan-16,"1,121.60",29.42
14-Jan-16,"1,106.40",31.2
13-Jan-16,"1,120.60",30.48
12-Jan-16,"1,120.30",30.44
11-Jan-16,"1,131.70",31.41
8-Jan-16,"1,134.90",33.16
7-Jan-16,"1,145.30",33.27
6-Jan-16,"1,134.50",33.97
5-Jan-16,"1,121.00",35.97
4-Jan-16,"1,118.10",36.76
1-Jan-16,"1,103.40",37.04
31-Dec-15,"1,103.40",37.04
30-Dec-15,"1,103.20",36.6
29-Dec-15,"1,111.00",37.87
28-Dec-15,"1,110.50",36.81
25-Dec-15,"1,118.30",38.1
24-Dec-15,"1,118.30",38.1
23-Dec-15,"1,110.60",37.5
22-Dec-15,"1,116.40",36.14
21-Dec-15,"1,122.90",34.74
18-Dec-15,"1,105.70",34.73
17-Dec-15,"1,090.50",34.95
16-Dec-15,"1,117.70",35.52
15-Dec-15,"1,102.20",37.35
14-Dec-15,"1,103.80",36.31
11-Dec-15,"1,116.20",35.62
10-Dec-15,"1,112.70",36.76
9-Dec-15,"1,117.30",37.16
8-Dec-15,"1,116.40",37.51
7-Dec-15,"1,116.30",37.65
4-Dec-15,"1,125.20",39.97
3-Dec-15,"1,102.60",41.08
2-Dec-15,"1,094.40",39.94
1-Dec-15,"1,104.00",41.85
30-Nov-15,"1,105.90",41.65
27-Nov-15,"1,096.50",41.71
26-Nov-15,"1,070.80",42.59
25-Nov-15,"1,110.00",43.04
24-Nov-15,"1,113.20",42.87
23-Nov-15,"1,106.30",41.75
20-Nov-15,"1,115.40",40.39
19-Nov-15,"1,117.20",40.54
18-Nov-15,"1,108.50",40.75
17-Nov-15,"1,108.50",40.67
16-Nov-15,"1,124.10",41.74
13-Nov-15,"1,122.90",40.74
12-Nov-15,"1,122.90",41.75
11-Nov-15,"1,127.00",42.93
10-Nov-15,"1,131.00",44.21
9-Nov-15,"1,130.80",43.87
6-Nov-15,"1,129.50",44.29
5-Nov-15,"1,141.70",45.2
4-Nov-15,"1,142.80",46.32
3-Nov-15,"1,150.20",47.9
2-Nov-15,"1,172.00",46.14
30-Oct-15,"1,176.80",46.59
29-Oct-15,"1,183.40",46.06
28-Oct-15,"1,210.90",45.94
27-Oct-15,"1,199.80",43.2
26-Oct-15,"1,201.70",43.98
23-Oct-15,"1,200.10",44.6
22-Oct-15,"1,204.10",45.38
21-Oct-15,"1,205.40",45.2
20-Oct-15,"1,216.60",45.55
19-Oct-15,"1,212.00",45.89
16-Oct-15,"1,222.30",47.26
15-Oct-15,"1,227.10",46.38
14-Oct-15,"1,219.30",46.64
13-Oct-15,"1,206.90",46.66
12-Oct-15,"1,206.20",47.1
9-Oct-15,"1,197.50",49.63
8-Oct-15,"1,185.00",49.43
7-Oct-15,"1,189.10",47.81
6-Oct-15,"1,186.40",48.53
5-Oct-15,"1,178.30",46.26
2-Oct-15,"1,179.00",45.54
1-Oct-15,"1,156.90",44.74
30-Sep-15,"1,158.40",45.09
29-Sep-15,"1,172.90",45.23
28-Sep-15,"1,178.20",44.43
25-Sep-15,"1,192.60",45.7
24-Sep-15,"1,200.70",44.91
23-Sep-15,"1,179.40",44.48
22-Sep-15,"1,172.70",45.83
21-Sep-15,"1,181.80",46.68
18-Sep-15,"1,186.50",44.68
17-Sep-15,"1,167.20",46.9
16-Sep-15,"1,168.60",47.15
15-Sep-15,"1,151.50",44.59
14-Sep-15,"1,156.70",44
11-Sep-15,"1,152.90",44.63
10-Sep-15,"1,158.90",45.92
9-Sep-15,"1,151.70",44.15
8-Sep-15,"1,170.90",45.94
7-Sep-15,"1,119.90",44.7
4-Sep-15,"1,171.50",46.05
3-Sep-15,"1,174.50",46.75
2-Sep-15,"1,185.40",46.25
1-Sep-15,"1,192.30",45.41
31-Aug-15,"1,187.90",49.2
28-Aug-15,"1,189.40",45.22
27-Aug-15,"1,178.20",42.56
26-Aug-15,"1,180.00",38.6
25-Aug-15,"1,194.70",39.31
24-Aug-15,"1,209.90",38.24
21-Aug-15,"1,217.80",40.45
20-Aug-15,"1,213.20",41.14
19-Aug-15,"1,188.10",40.8
18-Aug-15,"1,177.30",42.62
17-Aug-15,"1,178.90",41.87
14-Aug-15,"1,173.30",42.5
13-Aug-15,"1,176.10",42.23
12-Aug-15,"1,184.00",43.3
11-Aug-15,"1,168.70",43.08
10-Aug-15,"1,166.80",44.96
7-Aug-15,"1,156.80",43.87
6-Aug-15,"1,152.60",44.66
5-Aug-15,"1,148.10",45.15
4-Aug-15,"1,149.70",45.74
3-Aug-15,"1,147.80",45.17
31-Jul-15,"1,154.10",47.12
30-Jul-15,"1,154.40",48.52
29-Jul-15,"1,158.50",48.79
28-Jul-15,"1,161.60",47.98
27-Jul-15,"1,161.60",47.39
24-Jul-15,"1,151.00",48.14
23-Jul-15,"1,161.10",48.45
22-Jul-15,"1,158.60",49.19
21-Jul-15,"1,170.50",50.36
20-Jul-15,"1,176.50",50.15
17-Jul-15,"1,201.70",50.89
16-Jul-15,"1,214.20",50.91
15-Jul-15,"1,217.30",51.41
14-Jul-15,"1,223.40",53.04
13-Jul-15,"1,226.00",52.2
10-Jul-15,"1,227.60",52.74
9-Jul-15,"1,226.10",52.78
8-Jul-15,"1,229.60",51.65
7-Jul-15,"1,220.50",52.33
6-Jul-15,"1,241.60",52.53
3-Jul-15,"1,167.80",55.52
2-Jul-15,"1,232.50",56.93
1-Jul-15,"1,239.50",56.96
30-Jun-15,"1,241.80",59.47
29-Jun-15,"1,249.00",58.33
26-Jun-15,"1,244.10",59.63
25-Jun-15,"1,241.30",59.7
24-Jun-15,"1,242.00",60.27
23-Jun-15,"1,245.80",61.01
22-Jun-15,"1,253.10",59.68
19-Jun-15,"1,270.40",59.61
18-Jun-15,"1,271.80",60.45
17-Jun-15,"1,247.90",59.92
16-Jun-15,"1,250.40",59.97
15-Jun-15,"1,256.80",59.52
12-Jun-15,"1,252.00",59.96
11-Jun-15,"1,253.60",60.77
10-Jun-15,"1,259.60",61.43
9-Jun-15,"1,247.80",60.14
8-Jun-15,"1,243.00",58.14
5-Jun-15,"1,237.60",59.13
4-Jun-15,"1,241.10",58
3-Jun-15,"1,250.90",59.64
2-Jun-15,"1,258.80",61.26
1-Jun-15,"1,251.40",60.2
29-May-15,"1,251.70",60.3
28-May-15,"1,251.50",57.68
27-May-15,"1,249.60",57.51
26-May-15,"1,251.20",58.03
25-May-15,"1,207.40",59.85
22-May-15,"1,268.70",59.72
21-May-15,"1,267.10",60.72
20-May-15,"1,272.50",58.98
19-May-15,"1,270.40",57.26
18-May-15,"1,290.20",59.43
15-May-15,"1,287.90",59.69
14-May-15,"1,288.00",59.88
13-May-15,"1,281.20",60.5
12-May-15,"1,256.00",60.75
11-May-15,"1,246.30",59.25
8-May-15,"1,251.50",59.39
7-May-15,"1,247.50",58.94
6-May-15,"1,255.70",60.93
5-May-15,"1,257.20",60.4
4-May-15,"1,248.00",58.93
1-May-15,"1,235.10",59.15
30-Apr-15,"1,242.00",59.63
29-Apr-15,"1,269.00",58.58
28-Apr-15,"1,270.40",57.06
27-Apr-15,"1,258.20",56.99
24-Apr-15,"1,229.40",57.15
23-Apr-15,"1,251.00",57.74
22-Apr-15,"1,243.70",56.16
21-Apr-15,"1,258.10",55.26
20-Apr-15,"1,248.30",56.38
17-Apr-15,"1,257.10",55.74
16-Apr-15,"1,252.00",56.71
15-Apr-15,"1,255.50",56.39
14-Apr-15,"1,247.10",53.29
13-Apr-15,"1,256.80",51.91
10-Apr-15,"1,262.30",51.64
9-Apr-15,"1,250.60",50.79
8-Apr-15,"1,260.10",50.42
7-Apr-15,"1,267.40",53.98
6-Apr-15,"1,274.40",52.14
3-Apr-15,"1,257.20",49.14
2-Apr-15,"1,257.20",49.14
1-Apr-15,"1,263.20",50.09
31-Mar-15,"1,241.20",47.6
30-Mar-15,"1,245.40",48.68
27-Mar-15,"1,260.90",48.87
26-Mar-15,"1,266.00",51.43
25-Mar-15,"1,256.30",49.21
24-Mar-15,"1,250.20",47.51
23-Mar-15,"1,246.50",47.45
20-Mar-15,"1,243.70",45.72
19-Mar-15,"1,228.50",43.96
18-Mar-15,"1,216.50",44.66
17-Mar-15,"1,213.50",43.46
16-Mar-15,"1,218.30",43.88
13-Mar-15,"1,217.90",44.84
12-Mar-15,"1,218.00",47.05
11-Mar-15,"1,217.40",48.17
10-Mar-15,"1,227.10",48.29
9-Mar-15,"1,237.00",50
6-Mar-15,"1,234.60",49.61
5-Mar-15,"1,265.10",50.76
4-Mar-15,"1,269.60",51.53
3-Mar-15,"1,273.20",50.52
2-Mar-15,"1,274.80",49.59
27-Feb-15,"1,278.40",49.76
26-Feb-15,"1,275.10",48.17
25-Feb-15,"1,265.00",50.99
24-Feb-15,"1,262.10",49.28
23-Feb-15,"1,267.70",49.45
20-Feb-15,"1,272.20",50.34
19-Feb-15,"1,275.90",51.16
18-Feb-15,"1,270.50",52.14
17-Feb-15,"1,278.90",53.53
16-Feb-15,"1,231.70",53.61
13-Feb-15,"1,294.20",52.78
12-Feb-15,"1,287.70",51.21
11-Feb-15,"1,288.20",48.84
10-Feb-15,"1,300.20",50.02
9-Feb-15,"1,308.90",52.86
6-Feb-15,"1,301.60",51.69
5-Feb-15,"1,323.90",50.48
4-Feb-15,"1,325.40",48.45
3-Feb-15,"1,319.30",53.05
2-Feb-15,"1,334.40",49.57
30-Jan-15,"1,336.60",48.24
29-Jan-15,"1,315.80",44.53
28-Jan-15,"1,346.90",44.45
27-Jan-15,"1,354.70",46.23
26-Jan-15,"1,345.60",45.15
23-Jan-15,"1,357.60",45.59
22-Jan-15,"1,365.20",46.31
21-Jan-15,"1,353.40",47.78
20-Jan-15,"1,352.40",46.39
19-Jan-15,"1,275.90",47.78
16-Jan-15,"1,334.90",48.69
15-Jan-15,"1,322.80",46.25
14-Jan-15,"1,294.50",48.48
13-Jan-15,"1,304.50",45.89
12-Jan-15,"1,303.20",46.07
9-Jan-15,"1,287.40",48.36
8-Jan-15,"1,281.60",48.79
7-Jan-15,"1,283.60",48.65
6-Jan-15,"1,292.20",47.93
5-Jan-15,"1,283.50",50.04
2-Jan-15,"1,267.70",52.69
1-Jan-15,"1,186.80",54.56
